DOI,nouns
10.1103/PhysRevApplied.19.034001,quantum computer|quantum network|quantum network|quantum network|trapped ion|trapped ion|trapped ion|trapped ion|trapped ion|photon|circuit|candidate|node|qubit|coherence|time|fidelity|qubit|gate|way|photon|node|circuit|fabrication|foundry|solution|problem|circuit|telecommunication|wavelength|dipole|emission|work|routing|photon|circuit|quantum|frequency|conversion|emission|ion|operating|wavelength|foundry|silicon|nitride|circuit|transmission|device|phase|shifter|photon|output|channel|circuit|beam|splitting|condition|result|step|routing|distribution|scale
10.1109/JPHOT.2021.3136502,quantum computing|quantum computing|quantum computing|quantum dot|quantum network|trapped ion|trapped ion|trapped ion|trapped ion|design|bell|state|analyzer|film|lithium|niobate|platform|candidate|coherence|time|ability|photon|fidelity|qubit|gate|bell|state|analyzer|platform|fidelity|entanglement|ion|work|bell|state|analyzer|film|lithium|platform|polarization|qubit|device|fidelity|entanglement|fidelity|coupler|design|polarization|power|splitting|ratio|variety|application|technology|device|spin|qubit|color|center|diamond|earth|ion
10.1038/s41598-024-60478-9,quantum dot|quantum dot|quantum bit|trapped ion|design|performance|logic|silicon|system|optimization|device|engineering|computer|simulation|silicon|si|qubit|platform|superconductor|device|simulation|optimization|bo|design|approach|operation|qubit|electron|spin|si|qd|system|target|problem|x|cnot|logic|operation|process|regression|design|factor|qd|system|one|term|speed|fidelity|cnot|logic|microwave|pulse|design|framework|cost|securing|solution|performance|target|quantum|operation|logic|qd|structure|way
10.1038/nature11821,quantum bit|quantum system|quantum system|trapped ion|circuit|cavity|quantum|electrodynamic|resonator|hybrid|degree|freedom|role|phenomenon|example|cavity|quantum|electron|phonon|state|system|coupling|constituent|character|state|form|dynamic|importance|system|application|field|information|control|approach|degree|freedom|cavity|qubit|circuit|cavity|quantum|phonon|microwave|cavity|transmon|tunnel|junction|capacitor|mode|resonator|atom|cavity|shift|splitting|qubit|line|sideband|transition|state|time|domain|conversion|qubit|excitation|phonon|rabi|oscillation|model|system|potential|interface|storage|information|phonon|state|photon|investigation|limit
10.1039/d2cp05625a,josephson junction|josephson junction|josephson junction|quantum bit|quantum bit|quantum bit|superconducting qubit|effect|al|alox|stacking|sequence|transport|property|alumina|tunnel|junction|al|alox|al|device|present|microstructure|device|interface|property|turn|progress|analysis|mechanism|method|performance|junction|study|structure|device|al|alpha|al|device|principle|structure|transport|calculation|relationship|transport|property|al|stacking|sequence|work|elucidate|detail|effect|aluminum|sequence|electron|transport|property|al|al|system|level|principle|density|theory|green|function|formalism|oxygen|termination|mode|sensitivity|conductance|change|al|stacking|sequence|guidance|yield|frequency|quantum|chip|control|qubit|frequency
10.1088/2058-9565/ace6cb,quantum computer|trapped ion|trapped ion|system|addressing|qubit|level|intensity|crosstalk|platform|information|processing|gate|measurement|fidelity|hardware|order|control|state|qubit|manipulation|qubit|state|ion|chain|transition|light|ion|manuscript|addressing|system|qubit|system|advantage|laser|waveguide|technology|structure|use|light|transition|waveguide|mode|light|aberration|space|optic|result|neighbor|intensity|crosstalk|order|aberration|compensation|demonstration|addressing|time|approach|control|amplitude|frequency|phase|channel|strength|implementation
10.1038/NNANO.2012.126,quantum bit|trapped ion|quantum simulation|array|ion|trap|semiconductor|technology|control|quantum|state|advance|quantum|laboratory|test|requirement|quantum|information|array|ion|qubit|ion|qubit|ion|trap|need|array|ion|trap|number|trap|electrode|development|trap|geometry|potential|approach|experiment|trap|number|ion|ion|microtrap|array|silica|silicon|wafer|semiconductor|fabrication|technology|ion|string|ion|segment|array|frequency|ion|heating|rate|storage|time|result|ten|ion|qubit|approach
10.1088/0256-307X/30/7/073701,trapped ion|trapped ion|trapped ion|manipulation|ion|surface|ion|manipulation|qubit|fashion|issue|information|processing|effort|manipulation|separation|recombination|reordering|ion|home|surface|trap|micromotion|compensation|cross|correlation|cooling|ion|temperature|mk
10.1038/s41467-021-24693-6,quantum bit|quantum algorithm|quantum system|quantum system|trapped ion|space|dimension|spin|quantum|technology|change|information|processing|future|challenge|number|qubit|quantum|property|level|encoding|capacity|qubit|way|amount|information|number|object|work|kue|et|al|possibility|device|circuit|qudit|number|state|race|quantum|technology|world|application|platform|photon|superconducting|silicon|circuit|magnet|work|read|magnet|centre|magnet|architecture|dimension|space|possibility|magnet|smm|candidate|quantum|technology|ease|manufacture|potential|qudit|biard|et|al|smm|spin|terbium|atom|space
10.1002/qute.202400001,quantum computing|quantum bit|quantum bit|quantum bit|quantum bit|microwave|signal|amplitude|superconductor|flux|quantum|pulse|study|chip|generation|microwave|signal|temperature|environment|component|amplitude|microwave|flux|quantum|sfq|pair|reversal|polarity|element|generator|pair|wave|microwave|filter|microwave|signal|line|width|amplitude|microwave|signal|interval|sfq|pulse|pair|proposal|test|chip|experiment|result|method|reverse|polarity|pulse|output|microwave|amplitude|control|phase|output|microwave|improvement|alternative|microwave|circuit|study|method|chip|microwave|signal|generation|sfq|pair|amplitude|precision|environment|result|approach|technique|future|image
10.1103/PhysRevB.96.201304,quantum dot|quantum bit|ultracoherent|operation|spin|qubit|superexchange|coupling|use|spin|material|silicon|germanium|spin|qubit|system|information|processing|frontier|spin|qubit|charge|noise|spin|orbit|interaction|coherence|time|gate|fidelity|state|qubit|paper|superexchange|means|exchange|interaction|electron|spin|qubit|semiconductor|qd|qd|result|existence|supersweet|spot|qubit|operation|interaction|order|noise|error|spin|orbit|interaction|spin|qubit|architecture|capability|semiconductor|industry
10.1103/PhysRevA.90.022323,trapped ion|trapped ion|gate|decoupling|approach|information|decoherence|noise|qubit|paper|protection|gate|decoupling|set|gate|gate|group|system|scheme|advantage|holonomie|decoupling|control|error|decoherence|effect|error|gate
10.1088/0253-6102/55/5/09,trapped ion|trapped ion|step|scheme|qubit|quantum|phase|gate|scheme|qubit|quantum|phase|gate|advantage|excitation|mode|qubit|system|cycle|rabi|oscillation|dicke|subspace|scheme|step|operation|motion|scheme|addressing|ion
10.1063/5.0059966,quantum network|quantum network|trapped ion|trapped ion|trapped ion|trapped ion|band|photon|stage|frequency|conversion|fiber|photon|telecommunication|wavelength|qubit|distance|candidate|ing|fidelity|qubit|gate|coherence|time|ability|photon|ion|qubit|state|photon|wavelength|telecommunication|fiber|conversion|photon|dipole|transition|ion|telecommunication|c|band|result|step|distance|internet|license|aip|publishing
10.1038/nature24654,quantum computer|quantum computer|quantum bit|quantum simulator|quantum simulator|quantum simulator|trapped ion|observation|body|phase|transition|qubit|type|interaction|qubit|way|quantum|body|control|number|qubit|simulator|range|problem|material|design|modelling|limit|class|qubit|dynamic|transverse|field|ising|model|range|interaction|phase|transition|change|hamiltonian|regime|mechanic|qubit|spin|state|range|interaction|strength|range|efficiency|cent|efficiency|body|correlation|qubit|shot|phase|transition|feature|range|interaction|connectivity|qubit
10.1088/2058-9565/ad085b,quantum gate|quantum gate|quantum state|trapped ion|trapped ion|trapped ion|quantum simulation|quadrupole|transition|decoupling|technique|tool|engineering|property|layer|decoupling|cdd|mean|radio|frequency|field|dressing|shift|coherence|time|state|enhancement|metrology|quantum|computation|challenge|decoupling|laser|ion|interaction|control|state|qubit|state|representation|cdd|state|quadrupole|transition|treatment|transition|frequency|rabi|rate|selection|rule|transition|basis|possibility|cdd|molmer|gate
10.1038/s42005-021-00767-1,quantum bit|quantum bit|nitrogen vacancy|quantum repeater|entanglement|photon|qubit|diamond|nature|photon|polarization|spin|polarization|field|quanta|vacuum|matter|qubit|noise|resilience|qubit|photon|spin|qubit|emission|help|spin|orbit|entanglement|nitrogen|vacancy|center|diamond|spin|qubit|subsystem|spin|triplet|electron|microwave|experiment|state|fidelity|emission|absorption|entanglement|matter|process|time|frequency|space|mode|matching|way|noise|network|internet|entanglement|operation|quantum|technology|nature|spin|diamond|fidelity|entanglement|photon
10.1039/d4qi01782j,quantum bit|quantum bit|quantum bit|quantum coherence|quantum coherence|quantum system|quantum sensor|quantum sensor|quantum sensor|nitrogen|fullerene|metal|framework|spin|qubit|information|processing|addressability|scalability|coherence|approach|scalability|endohedral|nitrogen|fullerene|molecule|quantum|material|time|construction|array|information|processing|work|nitrogen|fullerene|molecule|metal|framework|electron|characterization|energy|level|spin|dynamic|system|spin|qubit|magnitude|field|splitting|system|temperature|factor|spin|coherence|time|temperature|spin|characterization|presence|proton|environment|eseem|experiment|feasibility|spin|molecule|spin|qubit|candidate|nucleus|metal|framework|epr
10.1587/transele.2018SDP0001,quantum computer|quantum computer|quantum computer|quantum bit|implementation|paper|concept|hardware|architecture|technology|development|scale|ten|thousand
10.1088/1367-2630/18/12/123007,quantum gate|quantum gate|trapped ion|trapped ion|high|fidelity|presence|heating|bus|mode|control|pulse|ion|phonon|entanglement|interaction|gate|improvement|gate|performance
10.1103/PhysRevA.108.032605,quantum computer|quantum computer|quantum computer|quantum bit|qubit|tomography|realization|measurement|qubit|building|block|state|qubit|qubit|characterization|problem|viewpoint|metrology|measurement|assumption|knowledge|measurement|demonstration|error|saturation|limit|nagaoka|hayashi|simulation|adaptive|measurement|scheme|method|result|simulation|robustness|method|qubit|state|amount|knowledge
10.1103/PhysRevA.107.012605,quantum computing|quantum computing|trapped ion|neutral atom|neutral atom|neutral atom|qubit|gate|transitionless|quantum|atom|system|platform|gate|capability|qubit|geometry|ability|range|interaction|qubit|qubit|gate|fidelity|platform|system|aim|work|fidelity|cz|gate|rydberg|blockade|mechanism|gate|procedure|quantum|driving|pair|atom|broadband|laser|system|cesium|atom|emission|level|parameter|fluctuation|rydberg|blockade|cz|gate|fidelity|operation|time|mu|gate|procedure|cz|gate|state|art|cz|gate|cz|gate|driving|atom|result|gate|procedure|potential
10.1103/PhysRevA.96.052316,quantum gate|trapped ion|rydberg|atom|scheme|computation|quantum|computation|means|system|resonance|circuit|system|implementation|quantum|computation|rydberg|atom|state|coherence|time|rydberg|interaction|implementation|qubit|gate|scheme|quantum|computation|rydberg|atom|robustness|gate|merit|rydberg|atom
10.1103/PhysRevLett.133.106001,josephson junction|josephson junction|quantum bit|quantum circuit|measurement|phase|relation|graphene|quantum|interference|device|phase|relation|phase|variation|order|parameter|ep|lead|link|dissipationless|relation|fingerprint|junction|harmonic|knowledge|property|phase|relation|quantum|interference|device|gate|tunable|graphene|josephson|element|harmonic|element|development|decoherence
10.1038/s41567-020-0824-x,quantum bit|quantum bit|quantum bit|quantum bit|quantum error correction|quantum system|topological quantum|suppression|bit|flip|qubit|oscillator|choice|system|qubit|error|space|resonator|bit|rate|phase|error|interact|environment|care|error|constraint|hardware|strategy|problem|non|phase|space|system|source|decoherence|result|fluctuation|promise|error|measure|example|information|space|extent|locality|field|quadrature|space|resonator|mechanism|photon|process|state|location|phase|space|separation|decrease|bit|flip|rate|phase|flip|bit|flip|phase|flip|code|scaling|resonator|dissipation|building|block|computation|hardware
10.1038/nature13436,quantum computer|quantum bit|quantum bit|quantum bit|quantum superposition|quantum error correction|quantum error correction|quantum state|quantum state|quantum state|trapped ion|quantum memory|photon|demolition|parity|measurement|nature|information|information|space|observable|occurrence|error|information|observable|bit|parity|symmetry|property|encoding|scheme|measurement|observable|error|syndrome|way|state|error|quantum|measurement|quantum|jump|state|energy|system|cavity|quantum|nitrogen|vacancy|monitoring|error|syndrome|quantum|jump|error|syndrome|photon|number|parity|microwave|cavity|property|ancilla|role|manipulation|measurement|quantity|error|syndrome|scheme|hardware|cat|state|state|light|nature|measurement|region|state|space|parity|collapse|state|cat|state|measurement|cavity|lifetime|shot|fidelity|cent|probability|measurement|parity|combination|encoding|information|cat|state|demolition|parity|tracking|step|system|lifetime
10.1088/1367-2630/18/8/083030,quantum bit|trapped ion|transport|implementation|bernstein|vazirani|algorithm|ion|qubit|surface|trap|bernstein|vazirani|algorithm|architecture|advantage|ion|transport|capability|trap|algorithm|ion|chain|ion|improvement|system|number|oracle|query|ion|query|bit|string|probability|ion|probability
10.1103/PhysRevLett.122.040404,superconducting qubit|quantum system|trapped ion|time|correlator|quasiprobabilitie|witness|time|correlator|otocs|attention|witness|information|body|discussion|otoc|system|question|suitability|witness|system|negativity|quasiprobability|distribution|qpd|otoc|witness|otoc|feature|qpd|evolve|timescale|respect|positive|decoherence|conclusion|spin|chain|dynamic|measurement|protocol|quantum|clock|measurement|scheme|otoc|experiment|quantum|hardware
10.1007/s11433-012-4815-5,trapped ion|w state|cluster state|generation|partite|state|ion|system|qubit|state|chen|p|x|et|al|phy|state|type|state|greenberger|zeilinger|ghz|state|state|application|information|processing|scheme|qubit|state|motion|scheme|state|heating
10.1103/PhysRevB.109.064505,quantum bit|quantum circuit|observation|oscillation|anharmonic|limit|aluminium|anharmonicity|order|decoherence|rate|microwave|cavity|manipulation|rabi|oscillation|fringe|finding|numerical|modeling|oscillator|oscillation|qubit|regime|oscillation|qubit|oscillation|time|domain|measurement|driving|frequency|light|finding|platform|show|addition|field|resilience|application|quantum|matter|search
10.1103/PhysRevB.85.075413,quantum bit|photon|heat|conduction|circuit|heat|conduction|resistor|microwave|cavity|temperature|part|heat|resistor|photon|excitation|mode|cavity|manifestation|photon|heat|conduction|state|art|scheme|interference|temperature|control|component|environment|engineering|cavity
10.1103/PhysRevA.84.012314,trapped ion|ion|architecture|fidelity|toffoli|gate|architecture|quantum|toffoli|gate|gate|principle|laser|operation|condition|range|value|heating|fluctuation|parameter|characterization|noise|gate|qubit|quantum|process|tomography
10.1103/PhysRevApplied.6.044010,quantum computer|quantum computer|quantum computing|quantum computing|quantum bit|quantum processor|trapped ion|quantum memory|wiring|quantum|socket|architecture|verge|scalability|requirement|implementation|stage|quest|realization|quantum|error|correction|code|impact|information|qubit|circuit|implementation|scalability|system|engineering|quantum|hardware|technology|effort|realization|wiring|method|control|measurement|number|qubit|work|interconnect|solution|state|qubit|quantum|socket|quantum|socket|dimension|electronic|qubit|density|performance|method|wire|bonding|quantum|socket|spring|microwire|wire|chip|contact|wire|cross|section|component|functionality|temperature|quantum|socket|ideal|state|qubit|wire|geometry|range|dc|ghz|contact|resistance|omega|impedance|mismatch|omega|cross|talk|proof|principle|quantum|socket|quality|resonator|temperature|mk|quantum|error|correction|code|surface|code|quantum|socket|qubit|lattice|implementation|socket|lattice|realization
10.1103/PhysRevLett.110.263002,trapped ion|trapped ion|bell state|demonstration|state|phase|gate|ion|gate|scheme|bermudez|et|al|phy|rev|excitation|carrier|sideband|transition|creation|state|method|field|state|excitation|decoupling|qubit|error|simplification|implementation|gate|fidelity|source|error
10.22331/q-2023-04-06-970,superconducting qubit|trapped ion|quantum simulation|state|preparation|heisenberg|model|state|preparation|technique|spiral|heisenberg|model|technique|implementation|number|platform|rydberg|atom|simulation|system|future|comparison|time|evolution|spiral|adiabatic
10.1103/PRXQuantum.3.010344,quantum computing|quantum processor|trapped ion|trapped ion|trapped ion|neutral atom|cavity|architecture|rydberg|array|hardware|architecture|protocol|cavity|scheme|rydberg|array|gate|qubit|entanglement|photon|transfer|cavity|fidelity|entanglement|cavity|quality|processor|chain|cavity|parameter|photon|mu|entanglement|rate|order|magnitude|method|bottleneck|ion|system|scenario|entanglement|ion|chain|total|qubit|mu|fidelity|rate|operation|ion|processor|rydberg|atom|method|array|thousand|connectivity|architecture|ten|thousand|qubit|cavity|capability|scale|quantum|era|algorithm|simulation|error|scheme
10.1016/j.future.2021.12.015,quantum computer|quantum computer|quantum bit|quantum bit|quantum algorithm|quantum system|quantum device|quantum simulator|metaheuristics|inspiration|simulation|execution|quantum|metaheuristic|solver|principle|mechanic|algorithm|machine|uniqueness|principle|inspiration|phenomenon|way|question|algorithm|design|reproducibility|result|work|contribution|step|question|attempt|finding|literature|order|hybrid|machine|algorithm|author|knowledge|metaheuristic|quantum|realm|quantum|machine|user|mobility|management|network|validation|problem|world|instance|comparison|algorithm|comparison|metric|test|parameter|sensitivity|analysis|experiment|question|hardware|algorithm|search|process|perspective|quantum|metaheuristics|design|c|author
10.1063/1.4934867,quantum computer|quantum bit|superconducting qubit|broadband|filter|abatement|emission|circuit|quantum|electrodynamic|ability|fidelity|readout|qubit|goal|measurement|channel|relaxation|emission|impedance|engineering|filter|photon|resonator|cavity|frequency|qubit|frequency|broadband|filter|chip|chip|configuration|c|aip|publishing|llc
10.1007/s00340-013-5541-z,trapped ion|duffing|oscillator|surface|ion|oscillation|coupling|effect|ion|home|surface|trap|set|coupling|nonlinearity|order|multipole|potential|hexapole|octopole|layout|fabrication|asymmetry|set|duffing|equation|oscillation|term|scale|method|value|investigation|set|nonlinearity|technique|instability|qubit|information|processing
10.1038/s41534-023-00737-1,quantum computer|quantum computing|trapped ion|trapped ion|neutral atom|fidelity|ion|qubit|operation|modulator|experiment|modulator|order|phase|frequency|amplitude|light|atom|element|power|space|channel|challenge|ion|system|ion|device|clock|sensor|element|trap|loss|coupling|component|work|modulator|integration|surface|ion|trap|device|piezo|circuit|mach|zehnder|modulator|intensity|light|chip|quantum|tomography|hundred|sequence|sensitivity|fidelity|type|magnitude|gate|error|performance|modulator|qubit|gate|fidelity
10.1109/TASC.2011.2159974,josephson junction|josephson junction|quantum bit|superconducting qubit|numerical|study|qubit|phase|relation|paper|influence|harmonic|characteristic|qubit|splitting|energy|state|phase|qubit|energy|scale|unharmonicity|parameter|hand|charge|qubit|expectation|value|cooper|pair|number|inclusion|unharmonicity|parameter|expectation|value|current|energy|scale|unharmonicity|parameter|numerical|result|importance|harmonic|realization
10.1088/1367-2630/18/5/053024,quantum computer|quantum computer|quantum dot|quantum dot|quantum bit|quantum repeater|initialization|spin|qubit|site|nanowire|fault|state|spin|implementation|spin|grid|self|qds|candidate|spin|information|processing|device|qds|scale|processor|effort|qds|nanowire|array|charge|property|demonstration|spin|qubit|operation|qds|pumping|spin|site|qds|fidelity|spin|qubit|initialization|step|spin|nanowire|qds|memory|use|scale|fault|repeater|control|spin|qubit
10.1103/PhysRevLett.117.220501,quantum computer|quantum computer|quantum computing|quantum gate|quantum gate|quantum gate|trapped ion|ion|quantum|logic|radiation|field|tool|scale|number|radiation|field|realization|ion|architecture|number|ion|obstacle|device|million|ion|approach|ion|vanishe|method|voltage|logic|gate|location|gate|operation|transistor|architecture|computer|processor|principle|approach|method|wavelength|radiation|method|state|quantum|clock|qubit|fidelity|tool|quantum|metrology|simulation
10.1109/JPHOT.2013.2252005,josephson junction|quantum bit|quantum communication|breakthrough|photonic|breakthrough|microwave|quantum|photonic|circuit|breakthrough|microwave|quantum|photonic|circuit|technology|qubit|control|measurement|microwave|field|method|microwave|state|photon|state|state|technique|state|protocol|possibility|information|processing|quantum|metrology|circuit
10.1103/PhysRevA.110.022607,trapped ion|neutral atom|range|surface|code|surface|code|error|code|qubit|parity|check|dimension|constraint|locality|qubit|robustness|surface|code|error|number|qubit|number|parity|check|qubit|surface|code|error|limit|number|qubit|constant|family|hypergraph|product|code|surface|code|rate|density|parity|check|code|fault|protocol|gate|quantum|code|parent|code|term|implementation|code|hardware|tweezer|range|surface|code|surface|code|hundred|qubit|strategy|robustness|qubit|error|term|device
10.1007/s11128-018-2134-0,quantum gate|proposal|quantum|computation|decoherence|subspace|scheme|decoherence|subspace|ion|system|qubit|qubit|resource|decoherence|subspace|encoding|control|decoherence|subspace|liang|et|al|phy|hamiltonian|interaction|qubit|scheme|gate|error|noise|advantage|quantum|control|decoherence|subspace|hamiltonian|body|interaction|scheme|ion|system
10.1038/s41565-022-01235-9,josephson junction|josephson junction|quantum computing|quantum bit|quantum bit|quantum circuit|quantum circuit|quantum system|gate|tunable|graphene|josephson|parametric|amplifier|portfolio|quantum|component|advance|microwave|quantum|element|quantum|noise|readout|energy|range|ten|mu|state|light|resource|quantum|amplifier|source|dissipation|linearity|year|effort|semiconductor|link|element|demonstration|microwave|resonator|semiconductor|electron|carbon|challenge|linearity|dissipation|participation|energy|scale|amplifier|semiconductor|link|amplifier|graphene|frequency|gate|voltage|gain|db|noise|performance|quantum|limit|result|toolset|opportunity|development|technology|quantum|sensing
10.1103/PhysRevA.97.042317,trapped ion|trapped ion|trapped ion|quantum simulation|quantum simulation|quantum simulation|quantum simulation|analog|dicke|model|analog|dicke|model|laser|interaction|ion|regime|matter|coupling|model|mode|mode|simulation|qubit|dicke|model|field|wf|regime|jayne|behavior|coupling|regime|wave|approximation|qubit|dicke|model|wf|regime|qubit|anisotropic|dicke|model|regime|coupling|regime|agreement|model|ion|system|laboratory|future|technology|formalism|avenue|spin|dicke|model
10.1021/acs.nanolett.8b04275,quantum computing|quantum bit|quantum|well|josephson|field|effect|transistor|interferometer|hybrid|superconductor|semiconductor|structure|attention|variety|application|device|realization|superconducting|system|gate|tunable|superconducting|sige|ge|quantum|well|heterostructure|mobility|hole|aluminum|superconducting|lead|device|josephson|field|effect|transistor|jofet|interference|device|squids|gate|transport|ge|channel|micrometer|gap|tunnel|measurement|transmission|electron|microscopy|diffusion|ge|al|contact|al|ge|channel
10.1103/PhysRevA.85.032334,quantum state|trapped ion|trapped ion|quantum simulation|oscillator|network|qubit|scheme|state|network|quantum|oscillator|motionalstate|radiation|state|cavity|scheme|resource|access|sense|interaction|qubit|probe|node|network|ii|weyl|function|network|datum|transformation|iii|tuning|coupling|parameter|addition|number|quantum|property|reconstruction|state|scheme|body|system|quantum|computation|variable|implementation|reach|technology
10.1140/epjqt/s40507-024-00250-0,quantum computer|quantum algorithm|quantum algorithm|quantum algorithm|quantum algorithm|quantum system|quantum device|trapped ion|neutral atom|realization|development|fault|problem|challenge|science|technology|work|technique|implementation|qudit|method|transpilation|circuit|qubit|form|characteristic|qudit|processor|number|qudit|number|level|approach|qubit|mapping|comparison|realization|advantage|qudit|scheme|qubit|circuit|sequence|qudit|qudit|gate|set|method|example|implementation|qubit|qudit|example|qudit|amount|body|interaction|qubit|circuit|implementation|finding|relevance|experiment|scale|information|carrier|qudit|encoding|state|system
10.1038/NPHOTON.2013.41,quantum dot|quantum dot|quantum bit|quantum gate|quantum network|quantum memory|quantum|control|spin|qubit|crystal|cavity|ingredient|interface|photon|qubit|interaction|communication|crystal|architecture|platform|coupling|light|state|qubit|crystal|transition|photon|state|researcher|emitter|crystal|cavity|demonstration|spin|qubit|environment|system|dot|electron|initialization|rotation|measurement|electron|spin|qubit|laser|pulse|cavity|process
10.1103/PhysRevLett.110.060503,quantum computing|quantum computing|quantum computing|quantum bit|quantum system|optic|circuit|qed|approach|quantum|information|processing|photon|element|operation|nonlinearity|circuit|qed|approach|optic|microwave|regime|photon|phase|gate|example|hybrid|lc|resonator|flux|qubit|coupling|self|kerr|nonlinearity|approach|tolerance|qubit|operation|doi
10.1088/1674-1056/26/7/078501,josephson junction|josephson junction|josephson junction|quantum bit|bridge|fabrication|process|al|alox|al|al|alox|al|bridge|technique|layer|e|resist|polymethyl|methacrylate|pmma|accelerate|voltage|kv|size|junction|range|bridge|technique|fabrication|process|bridge|fabrication|bridge|technique|requirement|device
10.1103/PhysRevA.97.013825,trapped ion|trapped ion|phase|transition|quantum|rabi|model|quantum|rabi|model|qrm|order|phase|transition|dpt|method|transition|interplay|qubit|oscillator|coupling|oscillator|system|state|number|excitation|dpt|number|system|component|universality|class|qrm|qrm|bath|exponent|function|approach|qrm|coupling|rate|dissipation|range|thank|controllability|ourwork|possibility|dynamic|phase|transition
